l0,0=0,93,95,95,96,94,87,97,93,95,87,94,95,93,70,0,84,5,81,50,0,0,0,0,0,0,0,0,0,0,54,68,0,0,0,0,0,0,0,0,2,0,0,0,0
l1,0=75,0,95,96,92,94,91,97,97,93,87,94,92,94,72,0,65,51,45,38,0,0,0,0,0,0,0,0,0,0,51,25,0,0,0,0,0,0,0,0,3,0,0,0,0
l2,0=99,94,0,96,91,94,91,98,97,92,87,94,95,94,30,0,84,60,80,70,51,21,0,0,0,0,59,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
l3,0=99,94,95,0,97,94,86,86,97,90,85,94,93,89,74,0,80,83,0,0,0,0,0,0,0,0,0,0,0,0,55,76,0,0,0,0,0,0,0,0,0,0,0,0,0
l4,0=98,93,90,96,0,94,83,87,94,96,85,91,92,88,72,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0
l5,0=99,94,96,96,97,0,91,97,93,90,85,94,95,93,0,0,70,47,48,0,36,0,0,0,0,0,0,0,0,0,38,23,0,0,0,0,0,0,0,0,38,27,0,0,0
l6,0=99,94,96,95,96,94,0,98,97,96,89,94,95,94,75,0,74,49,49,45,38,0,0,0,0,0,0,0,0,0,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0
l7,0=99,94,96,96,97,94,91,0,97,97,89,94,95,94,87,0,84,0,93,87,79,0,57,56,65,77,78,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,24,0
l8,0=93,94,96,96,95,94,91,98,0,97,88,94,95,94,80,0,78,51,74,79,40,0,67,44,23,23,57,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
l9,0=98,93,93,84,93,94,90,98,97,0,89,94,95,94,86,0,84,25,52,5,17,30,0,48,21,19,18,6,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,35,0
l10,0=78,92,95,24,90,90,55,56,76,94,0,94,95,74,37,0,84,46,79,78,56,4,70,65,21,56,53,72,0,0,0,16,0,0,0,0,0,0,0,0,20,0,17,5,0
l11,0=93,92,95,89,69,94,90,92,97,97,87,0,95,94,80,0,84,41,2,69,78,10,21,0,20,2,29,68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,24,0
l12,0=91,90,95,80,79,94,90,90,93,94,91,94,0,94,80,0,84,45,87,79,91,0,0,23,19,26,68,62,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,33,32
l13,0=93,94,96,83,92,94,90,98,95,97,85,94,95,0,82,0,84,51,88,65,51,27,2,45,0,39,0,23,0,0,29,19,0,0,0,0,0,0,0,0,0,0,7,0,11
l14,0=39,33,18,19,51,0,12,21,44,80,48,74,85,73,0,0,82,51,93,86,99,0,45,65,0,11,21,72,0,0,81,19,0,25,0,0,0,0,0,19,41,12,44,43,28
l15,0=59,38,47,24,68,72,23,59,60,83,91,94,90,94,87,0,0,16,93,16,94,34,44,69,19,54,56,83,0,0,71,11,3,0,0,0,0,0,0,0,32,1,41,20,20
l16,0=0,61,40,60,3,58,2,0,55,17,71,69,74,75,87,0,48,0,56,55,62,0,0,51,27,24,44,0,0,0,85,30,0,0,0,19,0,6,21,18,50,45,42,40,33
l17,0=42,34,26,0,0,79,20,23,59,59,91,4,86,90,91,0,84,88,0,87,100,38,0,66,29,23,60,73,0,0,77,21,0,0,0,0,0,0,0,0,0,34,45,11,24
l18,0=31,50,55,0,0,0,15,18,62,0,87,72,85,66,90,0,25,86,51,0,99,83,67,78,52,90,87,82,0,0,29,20,1,6,0,5,0,0,24,18,49,32,47,48,65
l19,0=0,0,56,0,0,64,14,3,35,47,85,77,90,76,91,0,83,87,92,89,0,42,23,69,51,89,81,23,0,0,87,51,0,18,0,0,0,0,0,59,82,16,18,84,66
