l0,0=0,93,93,93,97,93,98,100,93,94,75,95,92,86,50,0,92,4,59,78,0,0,0,0,0,0,0,0,0,0,84,42,0,0,0,0,0,0,0,0,2,0,0,0,0
l1,0=54,0,93,94,92,93,99,99,97,53,66,95,53,92,40,0,83,64,53,76,0,0,0,0,0,0,0,0,0,0,81,42,0,0,0,0,0,0,0,0,6,0,0,0,0
l2,0=95,93,0,94,91,93,99,100,97,55,75,96,93,92,27,0,92,60,58,81,86,0,0,0,0,0,45,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
l3,0=95,93,93,0,98,93,97,94,83,52,47,92,92,81,29,0,89,59,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0,0,0,0,0,0,0,0,0,0,0,0,0
l4,0=95,93,88,94,0,93,93,92,82,55,71,80,54,81,27,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0,0,0,0,0,0,0,0,0,0,0,0,0
l5,0=95,93,94,94,98,0,99,99,80,45,45,93,93,52,0,0,89,58,60,0,75,0,0,0,0,0,0,0,0,0,81,33,0,0,0,0,0,0,0,0,22,35,0,0,0
l6,0=95,93,94,93,97,93,0,100,97,57,93,96,93,70,40,0,92,61,55,79,73,0,0,0,0,2,0,0,0,0,84,25,0,0,0,0,0,0,0,0,0,0,0,0,0
l7,0=95,93,94,94,98,93,99,0,97,96,95,96,93,92,94,0,92,0,91,90,89,0,48,71,34,70,85,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,2,0
l8,0=94,93,94,94,98,93,99,100,0,96,95,96,93,92,66,0,92,64,63,87,79,0,49,21,20,65,57,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l9,0=94,93,86,90,95,93,98,100,97,0,95,96,93,92,91,0,92,41,60,54,90,26,0,25,27,59,50,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,0,15,0
l10,0=33,32,84,17,90,35,64,80,93,93,0,88,93,33,51,0,92,85,86,86,93,0,16,24,29,79,84,0,0,0,0,23,0,0,0,0,0,0,0,0,7,0,23,8,0
l11,0=92,93,94,92,66,93,98,95,97,96,95,0,93,92,90,0,92,78,1,85,90,25,38,0,29,55,51,53,0,0,0,10,0,0,0,0,0,0,0,0,0,0,38,13,0
l12,0=92,93,94,87,82,93,98,94,93,93,95,96,0,92,89,0,92,77,82,86,96,0,0,0,17,59,77,47,0,0,51,34,0,0,0,0,0,0,0,0,0,0,0,13,12
l13,0=92,93,94,91,92,93,98,100,97,96,58,96,93,0,89,0,92,89,86,75,88,57,39,22,3,72,30,0,0,0,24,36,0,0,0,0,0,0,0,0,0,0,38,0,7
