l0,0=0,87,92,90,90,87,88,90,87,88,85,87,89,88,74,0,84,0,79,76,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0
l1,0=89,0,92,95,86,87,88,91,92,87,53,87,89,92,49,0,81,0,48,0,46,0,0,0,0,0,0,0,0,0,50,77,0,0,0,0,0,0,0,0,26,0,0,0,0
l2,0=92,87,0,87,85,87,88,94,92,89,85,87,89,92,77,0,84,81,0,53,29,0,0,0,0,4,46,0,0,0,45,70,0,0,0,0,0,0,0,0,0,0,0,30,0
l3,0=92,87,92,0,90,86,88,89,92,86,80,87,86,82,40,0,80,75,29,50,0,0,0,0,0,0,0,0,0,0,86,80,0,0,0,0,0,0,0,0,10,3,0,0,0
l4,0=92,87,86,95,0,87,88,86,83,85,82,77,85,83,71,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,64,80,0,0,0,0,0,0,0,0,0,0,0,0,0
l5,0=92,87,92,86,90,0,88,92,86,33,35,87,89,88,69,0,69,63,46,0,20,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,27,45,0,0,0
l6,0=92,87,92,92,86,87,0,94,92,90,85,87,89,88,79,0,84,80,55,51,45,0,0,0,0,0,1,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l7,0=92,87,92,86,83,87,88,0,91,90,85,87,89,92,81,0,84,0,84,87,80,4,69,77,71,72,75,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,46,0
l8,0=90,87,92,90,85,87,88,94,0,90,85,87,89,92,81,0,84,75,83,87,44,0,50,25,56,55,27,17,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,26,0
l9,0=92,87,92,83,85,85,88,92,92,0,85,87,89,92,83,0,84,73,54,41,49,43,0,29,56,64,25,0,0,0,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0
l10,0=89,62,88,67,82,84,87,90,60,87,0,87,89,81,76,0,91,81,88,75,52,11,49,32,76,80,30,25,0,0,48,75,0,0,0,0,0,0,0,0,2,0,33,1,0
l11,0=90,86,91,85,67,86,85,92,92,90,85,0,89,92,82,0,84,78,66,81,85,29,26,0,72,38,28,24,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
l12,0=88,86,88,73,82,86,87,91,87,87,89,87,0,92,81,0,84,83,84,83,90,0,0,10,61,57,77,38,0,0,0,63,0,0,0,0,0,0,0,0,7,0,0,0,10
l13,0=90,87,92,71,85,86,87,94,91,90,54,87,89,0,82,0,88,85,84,49,51,40,27,28,0,73,0,1,0,0,0,36,0,0,0,0,0,0,0,0,6,0,0,6,0
l14,0=40,13,69,1,57,56,65,69,36,28,32,83,85,84,0,0,91,90,91,93,100,0,35,27,65,69,24,21,0,0,52,67,0,24,0,0,0,0,0,12,24,46,39,45,42
l15,0=46,34,83,58,51,40,77,89,37,33,89,87,84,90,91,0,0,40,91,48,60,50,44,31,45,83,28,27,0,0,52,0,3,0,0,0,0,0,0,1,6,0,38,40,0
l16,0=0,0,47,40,7,16,8,0,35,1,36,75,77,79,89,0,45,0,59,59,60,0,0,11,82,49,30,0,0,0,57,91,50,0,0,0,1,27,48,30,34,59,42,44,0
l17,0=40,44,0,0,0,69,71,77,35,24,66,71,81,86,92,0,91,92,0,75,89,48,0,28,84,66,28,23,0,0,50,64,0,0,0,0,0,0,0,0,19,43,38,32,33
l18,0=22,0,53,37,0,0,34,66,39,14,56,68,78,62,91,0,69,92,87,0,100,70,47,34,86,90,57,25,0,0,37,54,50,23,0,19,0,0,31,5,33,48,45,52,20
l19,0=0,11,4,0,0,15,17,64,28,15,59,82,86,77,92,0,90,90,90,94,0,41,37,29,85,89,56,20,0,0,72,89,0,22,0,0,0,0,0,0,56,37,0,85,51
