l0,0=0,88,88,89,88,87,90,82,82,81,86,85,88,89,44,0,79,0,71,59,0,0,0,0,0,0,0,0,0,0,72,71,0,0,0,0,0,0,0,0,0,0,0,0,0
l1,0=86,0,80,93,83,87,91,88,86,80,82,85,88,89,42,0,0,25,69,20,10,0,0,0,0,23,0,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0
l2,0=88,87,0,85,84,87,91,91,87,80,85,85,88,89,43,0,83,70,0,23,21,2,0,0,0,17,33,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
l3,0=88,88,86,0,88,87,91,84,81,77,79,82,83,89,29,0,79,72,71,24,0,0,0,0,0,0,0,0,0,0,72,74,0,0,0,0,0,0,0,0,0,0,0,0,0
l4,0=88,88,88,93,0,87,91,74,78,77,78,65,54,83,48,0,53,4,0,0,0,0,0,0,0,0,0,0,0,0,60,23,0,0,0,0,0,0,0,0,0,0,0,0,0
l5,0=88,88,88,93,88,0,91,89,80,78,74,86,88,74,42,0,49,0,67,0,12,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,71,24,0,0,0
l6,0=85,87,88,89,84,87,0,91,86,82,85,52,88,89,48,0,83,71,76,37,18,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l7,0=86,87,88,84,79,87,91,0,87,87,85,86,88,89,80,0,83,0,81,77,69,0,57,67,66,74,71,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,38,0
l8,0=87,87,88,88,86,87,91,91,0,87,85,86,88,89,78,0,81,65,73,73,18,0,63,52,13,12,40,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l9,0=83,87,87,54,86,87,90,91,87,0,85,87,88,89,80,0,82,47,67,14,15,21,0,51,13,15,13,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,31,0
l10,0=82,37,53,6,75,74,88,85,78,81,0,52,89,44,42,0,89,71,82,76,43,9,60,76,23,80,47,68,0,0,10,10,0,0,0,0,0,0,0,0,0,0,6,33,0
l11,0=50,56,86,71,64,87,88,86,87,88,85,0,89,89,79,0,83,62,59,71,64,4,24,0,16,5,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l12,0=76,81,55,23,58,87,88,84,79,80,92,88,0,89,78,0,82,70,73,69,74,0,2,0,15,31,67,70,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6
l13,0=82,88,88,62,80,87,88,91,87,88,75,88,89,0,78,0,87,76,77,32,28,7,30,68,0,38,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
l14,0=15,11,17,3,42,15,59,57,28,73,45,26,46,44,0,0,88,74,90,84,99,0,37,63,20,22,10,57,0,0,63,9,0,36,0,0,0,0,0,9,56,35,60,68,21
l15,0=42,1,25,21,43,7,81,87,28,63,92,88,69,89,89,0,0,50,90,19,93,17,51,76,21,84,35,77,0,0,38,9,15,5,0,0,0,0,0,0,32,12,54,54,16
l16,0=5,6,9,10,26,0,44,0,53,26,72,26,42,45,51,0,45,0,90,32,33,0,0,61,27,23,41,0,0,0,75,29,5,15,0,20,0,11,43,48,85,63,69,68,3
l17,0=44,10,8,16,0,7,68,57,28,49,91,21,45,75,90,0,89,84,0,84,97,15,0,52,25,20,13,57,0,0,0,0,0,0,0,0,0,0,0,0,42,41,52,59,4
l18,0=5,5,4,0,0,0,40,50,52,4,86,25,46,29,89,0,37,83,88,0,99,74,61,92,50,89,69,65,0,0,40,17,17,0,0,32,0,0,27,46,82,44,82,76,21
l19,0=0,4,19,0,0,8,40,60,55,57,89,49,77,42,90,0,89,84,90,84,0,45,52,71,53,89,67,57,0,0,81,51,0,34,0,0,0,0,0,0,93,51,64,78,50
l20,0=0,0,15,0,0,0,0,0,1,49,43,37,0,41,0,0,86,0,71,84,71,0,100,97,85,89,87,95,0,0,0,0,71,44,0,88,79,55,70,46,0,59,70,70,88
l21,0=0,0,0,0,0,0,0,56,82,0,90,1,0,0,26,0,83,0,0,84,66,100,0,39,88,85,87,95,0,0,0,0,0,70,0,0,23,0,68,43,0,0,7,60,62
l22,0=0,0,0,0,0,0,0,45,34,56,71,0,0,46,69,0,73,36,47,83,58,98,18,0,88,24,89,94,0,0,0,8,77,87,0,76,79,60,77,44,55,54,65,70,69
l23,0=0,0,0,0,0,0,0,45,13,30,69,20,10,0,45,0,69,58,74,78,86,85,91,97,0,91,89,88,0,0,0,0,35,48,0,30,26,26,74,36,61,79,49,79,89
l24,0=0,6,3,0,0,0,1,53,13,38,84,7,20,58,76,0,78,48,65,79,89,98,68,10,89,0,88,82,0,0,0,8,0,77,0,60,35,0,36,68,43,0,85,79,78
l25,0=0,0,12,0,0,0,0,50,42,30,79,23,65,0,18,0,76,50,72,83,84,89,88,99,89,91,0,88,0,0,15,0,87,65,0,32,64,34,29,70,29,74,82,79,88
l26,0=0,0,0,0,0,0,0,0,31,0,77,69,67,2,68,0,83,0,68,78,74,99,98,97,88,80,87,0,0,0,32,25,14,86,0,98,70,79,95,80,64,57,81,30,89
l27,0=38,2,0,34,36,2,54,0,0,23,48,0,0,1,81,0,85,84,49,24,84,0,0,0,0,0,7,15,0,0,0,87,25,84,0,81,0,27,49,93,90,75,23,39,14
l28,0=44,15,19,33,58,3,0,0,0,35,48,21,31,11,33,0,26,84,18,22,30,0,0,37,0,7,0,15,0,0,93,0,53,87,0,77,65,32,47,81,93,96,1,51,11
l29,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,46,0,61,0,76,14,89,67,0,89,26,0,0,74,87,0,98,0,100,99,98,96,99,93,96,1,9,0
l30,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,41,68,87,36,82,72,79,0,0,92,86,97,0,0,100,99,98,96,99,93,96,41,11,0
l31,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,31,0,66,0,89,16,60,23,90,0,0,92,79,97,98,0,0,99,98,96,99,93,96,0,0,0
l32,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,53,36,86,29,56,73,67,0,0,0,73,97,98,0,100,0,98,96,99,87,86,15,0,0
l33,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,10,0,77,57,0,72,71,0,0,81,73,97,98,0,100,99,0,95,97,90,15,0,0,0
l34,0=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,82,78,91,46,29,32,93,0,0,93,84,97,98,0,100,99,98,0,99,93,96,30,31,0
