Node 0, RX suc 9992272, TX suc 0, RX failed 1785101, TX failed 0.
Node 1, RX suc 488378, TX suc 851134, RX failed 240193, TX failed 1531.
Node 2, RX suc 0, TX suc 358972, RX failed 0, TX failed 5314.
Node 3, RX suc 0, TX suc 350291, RX failed 0, TX failed 13995.
Node 4, RX suc 0, TX suc 347215, RX failed 0, TX failed 17071.
Node 5, RX suc 354693, TX suc 691064, RX failed 9593, TX failed 27914.
Node 6, RX suc 0, TX suc 291333, RX failed 0, TX failed 72953.
Node 7, RX suc 689960, TX suc 1052617, RX failed 398205, TX failed 6322.
Node 8, RX suc 0, TX suc 319915, RX failed 0, TX failed 44371.
Node 9, RX suc 525733, TX suc 813131, RX failed 202839, TX failed 76888.
Node 10, RX suc 1271433, TX suc 2149212, RX failed 2328853, TX failed 257647.
Node 11, RX suc 544729, TX suc 3087303, RX failed 342942, TX failed 1305466.
Node 12, RX suc 364286, TX suc 488378, RX failed 0, TX failed 240193.
Node 13, RX suc 0, TX suc 364286, RX failed 0, TX failed 0.
Node 14, RX suc 0, TX suc 354693, RX failed 0, TX failed 9593.
Node 15, RX suc 359594, TX suc 390397, RX failed 4692, TX failed 333482.
Node 16, RX suc 0, TX suc 359594, RX failed 0, TX failed 4692.
Node 17, RX suc 0, TX suc 299563, RX failed 0, TX failed 64723.
Node 18, RX suc 543930, TX suc 756170, RX failed 137362, TX failed 199325.
Node 19, RX suc 2129332, TX suc 515263, RX failed 633776, TX failed 2129528.
Node 20, RX suc 2213963, TX suc 2129332, RX failed 151174, TX failed 633776.
Node 21, RX suc 709619, TX suc 977826, RX failed 18951, TX failed 96077.
Node 22, RX suc 0, TX suc 358644, RX failed 0, TX failed 5641.
Node 23, RX suc 179426, TX suc 528834, RX failed 184859, TX failed 14876.
Node 24, RX suc 0, TX suc 350482, RX failed 0, TX failed 13803.
Node 25, RX suc 0, TX suc 356788, RX failed 0, TX failed 7497.
Node 26, RX suc 0, TX suc 334036, RX failed 0, TX failed 30250.
Node 27, RX suc 0, TX suc 350930, RX failed 0, TX failed 13356.
Node 28, RX suc 0, TX suc 354882, RX failed 0, TX failed 9403.
Node 29, RX suc 0, TX suc 332639, RX failed 0, TX failed 31647.
Node 30, RX suc 0, TX suc 318829, RX failed 0, TX failed 45457.
Node 31, RX suc 0, TX suc 357940, RX failed 0, TX failed 6345.
Node 32, RX suc 0, TX suc 179426, RX failed 0, TX failed 184859.
Node 33, RX suc 292794, TX suc 544729, RX failed 3483756, TX failed 342942.
Node 34, RX suc 0, TX suc 364286, RX failed 0, TX failed 0.
Node 35, RX suc 0, TX suc 335809, RX failed 0, TX failed 28477.
Node 36, RX suc 0, TX suc 317007, RX failed 0, TX failed 47279.
Node 37, RX suc 3393314, TX suc 292794, RX failed 230590, TX failed 3483756.
Node 38, RX suc 0, TX suc 354737, RX failed 0, TX failed 9548.
Node 39, RX suc 0, TX suc 205818, RX failed 0, TX failed 158468.
Node 40, RX suc 317007, TX suc 543930, RX failed 47279, TX failed 137362.
Node 41, RX suc 0, TX suc 364286, RX failed 0, TX failed 0.
Node 42, RX suc 0, TX suc 275948, RX failed 0, TX failed 88338.
