Node 0, RX suc 13520512, TX suc 0, RX failed 510344, TX failed 0.
Node 1, RX suc 0, TX suc 363180, RX failed 0, TX failed 1106.
Node 2, RX suc 0, TX suc 358763, RX failed 0, TX failed 5523.
Node 3, RX suc 0, TX suc 362283, RX failed 0, TX failed 2003.
Node 4, RX suc 0, TX suc 364286, RX failed 0, TX failed 0.
Node 5, RX suc 0, TX suc 361405, RX failed 0, TX failed 2881.
Node 6, RX suc 364072, TX suc 666384, RX failed 214, TX failed 61973.
Node 7, RX suc 1122315, TX suc 1244075, RX failed 334827, TX failed 242525.
Node 8, RX suc 0, TX suc 358743, RX failed 0, TX failed 5542.
Node 9, RX suc 1136281, TX suc 1878264, RX failed 307448, TX failed 0.
Node 10, RX suc 5986204, TX suc 7016004, RX failed 626239, TX failed 7756.
Node 11, RX suc 0, TX suc 362718, RX failed 0, TX failed 1568.
Node 12, RX suc 363874, TX suc 543150, RX failed 412, TX failed 185009.
Node 13, RX suc 0, TX suc 363874, RX failed 0, TX failed 412.
Node 14, RX suc 0, TX suc 364072, RX failed 0, TX failed 214.
Node 15, RX suc 0, TX suc 342433, RX failed 0, TX failed 21852.
Node 16, RX suc 0, TX suc 90216, RX failed 0, TX failed 274070.
Node 17, RX suc 0, TX suc 330923, RX failed 0, TX failed 33363.
Node 18, RX suc 0, TX suc 334686, RX failed 0, TX failed 29600.
Node 19, RX suc 0, TX suc 310190, RX failed 0, TX failed 54096.
Node 20, RX suc 1080299, TX suc 1017610, RX failed 12558, TX failed 426974.
Node 21, RX suc 0, TX suc 337887, RX failed 0, TX failed 26398.
Node 22, RX suc 0, TX suc 358837, RX failed 0, TX failed 5448.
Node 23, RX suc 0, TX suc 350740, RX failed 0, TX failed 13545.
Node 24, RX suc 0, TX suc 354687, RX failed 0, TX failed 9598.
Node 25, RX suc 0, TX suc 353116, RX failed 0, TX failed 11170.
Node 26, RX suc 0, TX suc 307361, RX failed 0, TX failed 56925.
Node 27, RX suc 0, TX suc 350807, RX failed 0, TX failed 13479.
Node 28, RX suc 0, TX suc 157208, RX failed 0, TX failed 207078.
Node 29, RX suc 0, TX suc 337939, RX failed 0, TX failed 26347.
Node 30, RX suc 0, TX suc 264982, RX failed 0, TX failed 99304.
Node 31, RX suc 0, TX suc 357816, RX failed 0, TX failed 6470.
Node 32, RX suc 0, TX suc 348821, RX failed 0, TX failed 15464.
Node 33, RX suc 0, TX suc 360227, RX failed 0, TX failed 4059.
Node 34, RX suc 3695252, TX suc 3963491, RX failed 660711, TX failed 111510.
Node 35, RX suc 0, TX suc 108409, RX failed 0, TX failed 255876.
Node 36, RX suc 0, TX suc 258669, RX failed 0, TX failed 105616.
Node 37, RX suc 0, TX suc 348081, RX failed 0, TX failed 16204.
Node 38, RX suc 348821, TX suc 558057, RX failed 15464, TX failed 155049.
Node 39, RX suc 108409, TX suc 291039, RX failed 255876, TX failed 181655.
Node 40, RX suc 606750, TX suc 845242, RX failed 121820, TX failed 125793.
Node 41, RX suc 0, TX suc 363646, RX failed 0, TX failed 640.
Node 42, RX suc 0, TX suc 322468, RX failed 0, TX failed 41818.
