55
0,98,92.667,93.333,85.333,97.333,69.667,96.333,95.333,0,94.333,94.667,92,89,84.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.667,0,99,96.333,97.667,98.333,98.333,97.667,98,97,96.333,95,19.333,90.333,0,31,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,97,0,98.667,98.667,97,98.333,97.333,97,93.333,94,90,84.667,76.667,0,78.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,96.667,99,0,99.667,97,98.333,92.667,96.667,0,30.333,0,88.667,85.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.333,95.333,99,100,0,97,98,91,93.333,87.333,1.3333,1.6667,0,11.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.667,98,99,98,98.667,0,98.333,97.667,97,89,71,92.667,96.667,95.667,0,93,0,0,0,0.33333,76,0,0,0,0,0,0,0,0,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,99,98.667,98,98,99,0,97.667,95,97.667,96.667,97,90.333,86,0,93.333,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3333,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.333,85.333,87.667,70,74.667,87.333,88.667,0,99.667,96.333,96.333,91.333,95.333,55.667,0,23,89,0,60.333,69.667,0,42.667,0,56.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.667,91,94.333,84.333,82.667,93.667,83.667,99.667,0,94.667,97.667,95.333,92,41,0.66667,88.333,78.333,0,9.6667,73.333,0,69.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90.333,83,0,76.667,74.333,93.667,98.667,99,0,97,97.333,98.667,95.667,1,46.333,10.333,0,0.33333,0,0,12.667,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.333,72.333,74.667,0.33333,20.667,44,75.333,97,94.333,93.667,0,97.667,99.333,95,89.333,87,87,2.6667,1.3333,60.333,0,0,0,0,0,0,0,0,2.6667,55.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,72.667,72.667,0,43.333,73.333,90.667,94.333,93,98.333,99,0,99.333,95.667,82.333,81.667,89.667,0,81,0,0,70.667,19.333,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.333,0,61.667,56,0,78.667,64,88.333,75.333,97.667,100,99.667,0,96.333,83.667,90.333,80,43,0,68,10,0,0,70,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,51.333,50.667,21,51,77,57,51,55.667,87.333,88.333,91.333,96.333,0,94,98.333,91.333,83.333,63.667,35.667,40,6.6667,67,70.333,1.6667,0,0,0,73,74.333,0,0,0,0,0,0,0,0,0,0,0,0,12,13.667,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,25,0,72.333,68,80,90.333,0,91,99.667,88,86.667,98.667,76.667,75,70.667,57,22.333,66,0,0,81,68,45,72,0,0,0,0,0,0,0,0,0,0,81,76.667,33.333,63.667,25.333,66.667,0,0,0,0,0,0,0
0,0,50.667,0,2,62.667,63,9.6667,66,0,68,65.667,83.667,96.333,91,0,89.333,83,79,89,60.333,13,67.333,70.333,64.667,40.667,0,0,0,82.333,39.333,7.3333,0,0,0,0,0,0,0,0,0,0,50.333,73,55.667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,70.333,64.667,0,68.667,71,75.333,81.667,97,84.333,0,76,92.333,90.667,78,82.333,76.333,70.667,80.667,68.333,71.667,0,71,64.333,43,71,0,0,0,0,0,0,0,0,0,0,77,74.667,56,72.333,74,13.667,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9.3333,0,72.333,87.333,93.667,91,86.667,0,95,97.667,93.667,82.333,85.333,0,57.333,68.333,42.667,0,91.667,72.667,32.667,78.667,68.333,0,0,0,0,0,0,0,0,0,83.333,87.333,74.667,0,49.333,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,65.667,63.333,0,17,69.667,0,77.333,85.333,82.333,94,87.667,0,85.667,83.667,85.333,86.333,84.667,80.333,78.333,0,0,77,0,0,76.333,6.6667,62.667,0,0,0,0,0,0,0,0,88,84.333,78.667,0,60.667,80,76.333,3.6667,0,0,0,0,0
0,0,0,0,0,0,0,67,69,0,45.667,0,79.667,11.667,97,94.667,95.333,92.667,93,0,99.333,55.667,0,73.333,0,0,0,0,92.333,92.333,61.333,95.667,63.667,0,0,0,0,0,0,0,0,0,80.667,66.667,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,61,0,0,0,0,0,0,24.333,62,88,74.667,92,91,91.667,100,0,66,78.667,80.333,0,0,0,0,95.333,89,58.333,95.667,64,70.667,1.3333,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57.667,62.667,0.66667,0,61.667,0,48.667,75.667,54,90,72.333,89.667,64.333,67.333,0,96.333,94.333,88,90,71.333,26.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.333,93.333,84.333,74,88.667,87.333,89.667,66.667,3,68.333,39,0,35
0,0,0,0,0,0,0,0,0,0,0,0.33333,0,75.667,75.333,73.667,87.333,76,91,0,73.667,99,0,98,97.333,88,75.333,67,0,0,0,0,0,62,0,41.667,0,30,0,0,0,0,90,93.333,88.333,78.333,93.667,95.333,6.6667,28.333,67.667,26.333,71.333,0,82.667
0,0,0,0,0,0,0,55,0,0,0,0,67,69.333,58.333,69.333,72.333,0,87.333,64.667,69.333,94,95.333,0,94.667,87.667,84.333,7,0,0,0,0,0,0,0,6.6667,66,69,0,0,2.6667,0,85.667,93.667,53.333,65.333,81.333,95.333,89.667,83.667,80.667,66.333,68,62.667,90
0,0,0,0,0,0,0,0,0,0,0,0,0,4.3333,24.667,64.333,87.333,24.667,75,0,0,84.667,91.333,93,0,91.667,86.333,86,0,0,0,0,4,0,0,37,74.667,68.667,0,62.333,0,0,72.667,84.333,84.333,48.667,76.333,87,85.333,86.333,74.333,4.3333,81.667,86.333,96.667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,71.333,82,68.333,87.667,19,0,93.333,91.333,91,95.667,0,94,93.667,0,0,0,0,0,0,59.333,47,75.333,0,67.667,57.333,42,0,81.667,12,81.667,39.333,89.667,54.667,93.667,61.667,23.667,82,89,94.333,97.667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.667,82.667,45.333,0,0,0,87,86.333,91.333,94.667,94.667,0,94.667,0,0,0,0,0,0,0,64.667,0,13.667,0,0,0,0,68.667,0,0,0,29.333,51.333,24.667,73.667,77,77,92.333,83,97.667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6667,2.3333,0,0,0,0,8.6667,86.667,20,94.667,92.333,94.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6667,5.3333,93.667,93.667,96
0,0,0,0,0,0,0,0,0,0,1,2,0,84.667,92.333,0,86,91.667,87,95.333,94.667,0,0,0,0,0,0,0,0,98.333,55.333,95.667,53.333,0,55,0,0,0,0,0,0,0,3,77.333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.3333,0,0,0,0,34.333,0,48,89.333,85,96.333,89,75.333,0,95.333,94,0,0,0,0,0,0,0,97.333,0,67.667,98.667,84,83.667,2.3333,0,74.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,90.667,84,88.667,46,0,96.333,93.667,0,0,0,0,0,0,0,92.667,98,0,99,93.333,74,77,0,80,0,0.33333,9.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,15.667,0,88.667,49.667,88.333,86,88,96.333,96.667,0,0,0,0,0,0,0,94.667,97,84,0,89.667,70.333,79.667,53.333,15.667,57,0,55.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,80.333,71,0,0.33333,0,5.6667,0,0,0,67.333,84.333,81,92.667,0,97.667,98.667,98.333,97.333,73.667,88.667,89.333,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.667,0,80.333,0,80.667,0,0,0,0,0,27.333,90,50.667,74.667,98.333,0,99.333,97,97,90.333,97.333,85.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
