55
0,100,96.667,94.667,91,99.333,98.333,100,97.333,86.667,96.667,97.667,88,89,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.333,0,98.333,95.333,96.667,99,98.333,99,96.667,98.333,92,93.667,92,93.333,0,16.667,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,60.667,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.333,100,0,99.333,99.333,99.333,99,99.333,91.333,87.667,89.667,90.333,37,3,0,15.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.333,95,98.667,0,100,98.333,98.333,88.667,92.333,68.667,89.333,89.333,89.667,50.667,0,77.667,0,0,0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.333,99,98.333,98,0,98.667,98,85.667,90,91,89.667,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,98.333,96.333,96.667,0,98.333,0,95.667,95.667,88.333,95.333,95.333,94.667,0,44,0,0,0,0,82.667,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.333,100,99.333,98,96.333,100,0,99.333,97,99.667,94.333,98.667,77,84.333,0,27.333,5,0,0,0,0,0,0,0,0,0,0,0,0,84,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.667,95.667,93.333,42.667,50.333,0,93,0,99.667,99,99,1,91,82.333,5,78.667,84.333,0,42,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,95.333,78,67.667,59.667,93.667,95.333,100,0,96.667,99,98,76.667,0,1.6667,88,89,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,89.667,59.667,27.333,57.333,78.333,97.333,100,99.667,0,97.333,99,99.667,91.333,0,85.333,0,0,3,0,0,0,0,0,0,0,0,0,0,32.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
