Node 0, RX suc 13761302, TX suc 0, RX failed 838179, TX failed 0.
Node 1, RX suc 362432, TX suc 713784, RX failed 1854, TX failed 12933.
Node 2, RX suc 339417, TX suc 701954, RX failed 24869, TX failed 1748.
Node 3, RX suc 338688, TX suc 699545, RX failed 25598, TX failed 3428.
Node 4, RX suc 0, TX suc 364286, RX failed 0, TX failed 0.
Node 5, RX suc 0, TX suc 339417, RX failed 0, TX failed 24869.
Node 6, RX suc 364068, TX suc 666168, RX failed 218, TX failed 62185.
Node 7, RX suc 1324801, TX suc 1429610, RX failed 108682, TX failed 283137.
Node 8, RX suc 0, TX suc 356062, RX failed 0, TX failed 8224.
Node 9, RX suc 620235, TX suc 984520, RX failed 108337, TX failed 0.
Node 10, RX suc 4229367, TX suc 4235692, RX failed 27532, TX failed 472487.
Node 11, RX suc 3561303, TX suc 3965743, RX failed 403421, TX failed 2261.
Node 12, RX suc 0, TX suc 362432, RX failed 0, TX failed 1854.
Node 13, RX suc 0, TX suc 338688, RX failed 0, TX failed 25598.
Node 14, RX suc 0, TX suc 364068, RX failed 0, TX failed 218.
Node 15, RX suc 361868, TX suc 682310, RX failed 2418, TX failed 43843.
Node 16, RX suc 0, TX suc 361868, RX failed 0, TX failed 2418.
Node 17, RX suc 343045, TX suc 642491, RX failed 21241, TX failed 64839.
Node 18, RX suc 0, TX suc 343045, RX failed 0, TX failed 21241.
Node 19, RX suc 0, TX suc 359629, RX failed 0, TX failed 4657.
Node 20, RX suc 840188, TX suc 1376457, RX failed 72138, TX failed 8545.
Node 21, RX suc 0, TX suc 269358, RX failed 0, TX failed 94927.
Node 22, RX suc 269358, TX suc 624298, RX failed 94927, TX failed 9345.
Node 23, RX suc 0, TX suc 314472, RX failed 0, TX failed 49813.
Node 24, RX suc 0, TX suc 354618, RX failed 0, TX failed 9667.
Node 25, RX suc 0, TX suc 347843, RX failed 0, TX failed 16443.
Node 26, RX suc 0, TX suc 356412, RX failed 0, TX failed 7873.
Node 27, RX suc 0, TX suc 352541, RX failed 0, TX failed 11744.
Node 28, RX suc 0, TX suc 283267, RX failed 0, TX failed 81018.
Node 29, RX suc 0, TX suc 337969, RX failed 0, TX failed 26317.
Node 30, RX suc 183757, TX suc 476589, RX failed 180528, TX failed 71452.
Node 31, RX suc 0, TX suc 363406, RX failed 0, TX failed 880.
Node 32, RX suc 0, TX suc 183757, RX failed 0, TX failed 180528.
Node 33, RX suc 0, TX suc 264173, RX failed 0, TX failed 100113.
Node 34, RX suc 3079651, TX suc 3401519, RX failed 198919, TX failed 42416.
Node 35, RX suc 0, TX suc 359596, RX failed 0, TX failed 4690.
Node 36, RX suc 283267, TX suc 588361, RX failed 81018, TX failed 59191.
Node 37, RX suc 0, TX suc 347941, RX failed 0, TX failed 16345.
Node 38, RX suc 0, TX suc 284535, RX failed 0, TX failed 79751.
Node 39, RX suc 3401519, TX suc 3561303, RX failed 42416, TX failed 403421.
Node 40, RX suc 3644529, TX suc 4229367, RX failed 114526, TX failed 27532.
Node 41, RX suc 0, TX suc 363599, RX failed 0, TX failed 686.
Node 42, RX suc 0, TX suc 356102, RX failed 0, TX failed 8184.
